"","DATETIME (LOCAL)","DATETIME (UTC)","DATE (LT)","DATE (UTC)","REGION","COUNTRY","INCIDENT TYPE","VESSEL TYPE","MAERSK?","VESSEL ACTIVITY LOCATION","LAT","LONG","TIMEZONE","TIME OF DAY","ATTACKS","ATTACK SUCCESS"
"218",2015-11-03 05:30:00,2015-11-03 04:30:00,2015-11-03,2015-11-03,"CARIBBEAN","TRINIDAD AND TOBAGO","ARMED ROBBERY AT ANCHORAGE","TUG","0","ANCHORAGE",10.6803872222222,-60.3827925,"America/Port_of_Spain","NIGHT",1,1
"219",2015-11-03 02:05:00,2015-11-03 01:05:00,2015-11-03,2015-11-03,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",-2.3,114.433333333333,"Asia/Pontianak","NIGHT",1,0
"220",NA,NA,2015-11-03,2015-11-03,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK",NA,"0",NA,32.6376402777778,14.2630005555556,"Africa/Tripoli","UNKNOWN",1,1
"221",2015-11-01 06:34:00,2015-11-01 05:34:00,2015-11-01,2015-11-01,"SOUTH EAST ASIA","VIETNAM","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","BERTH",10.7316666666667,106.76,"Asia/Ho_Chi_Minh","MORNING",1,0
"222",NA,NA,2015-11-01,2015-11-01,"EUROPE","FINLAND","OTHER MARITIME RISK","BULK CARRIER","0","BERTH",60.1570666666667,24.9825669444444,"Europe/Helsinki","UNKNOWN",1,1
"223",2015-10-31 04:10:00,2015-10-31 03:10:00,2015-10-31,2015-10-31,"WEST AFRICA","CONGO","FAILED ATTACK, ROBBERY","TANKER","0","ANCHORAGE",-3.26666666666667,11.7833333333333,"Africa/Lagos","NIGHT",1,0
"224",2015-10-31 02:00:00,2015-10-31 01:00:00,2015-10-31,2015-10-31,"SOUTH ASIA","INDIA","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",22.7738333333333,70.0371666666667,"Asia/Kolkata","NIGHT",1,1
"225",2015-10-31 00:17:00,2015-10-30 23:17:00,2015-10-31,2015-10-30,"SOUTH ASIA","INDIA","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",22.7738333333333,70.0371666666667,"Asia/Kolkata","NIGHT",1,1
"226",2015-10-29 06:00:00,2015-10-29 05:00:00,2015-10-29,2015-10-29,"SOUTH ASIA","INDIA","THEFT AT ANCHORAGE","CRUDE OIL TANKER","0","ANCHORAGE",22.6666666666667,69.9333333333333,"Asia/Kolkata","MORNING",1,1
"227",NA,NA,2015-10-29,2015-10-29,"EAST AFRICA","TANZANIA","OTHER MARITIME RISK",NA,"0",NA,-5.20764611111111,39.2083283333333,"Africa/Nairobi","UNKNOWN",1,1
"228",2015-10-27 11:38:00,2015-10-27 10:38:00,2015-10-27,2015-10-27,"HORN OF AFRICA/ GULF OF ADEN","OMAN","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",20.1811666666667,59.1916666666667,"Asia/Dubai","MORNING",1,0
"229",NA,NA,2015-10-27,2015-10-27,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",22.2292519444444,91.3076025,"Asia/Dhaka","UNKNOWN",1,1
"230",NA,NA,2015-10-26,2015-10-26,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",21.5033194444444,89.8734113888889,"Asia/Dhaka","EVENING",1,1
"231",2015-10-26 11:30:00,2015-10-26 10:30:00,2015-10-26,2015-10-26,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","OTHER MARITIME RISK","MERCHANT VESSEL","0","OFF SHORE",11.7841666666667,63,"Africa/Mogadishu","MORNING",1,1
"232",2015-10-25 20:40:00,2015-10-25 19:40:00,2015-10-25,2015-10-25,"WEST AFRICA","CAMEROON","SUSPICIOUS ACTIVITY AT SEA","OIL RIG","0","OFF SHORE",4.35,8.4,"Africa/Lagos","EVENING",1,0
"233",2015-10-24 15:30:00,2015-10-24 13:30:00,2015-10-24,2015-10-24,"NORTH EAST ASIA","SOUTH KOREA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,37.4500047222222,125.282592777778,"Asia/Pyongyang","AFTERNOON",1,0
"234",2015-10-24 08:30:00,2015-10-24 06:30:00,2015-10-24,2015-10-24,"WEST AFRICA","LIBERIA","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",6.33333333333333,-9.15,"Africa/Monrovia","MORNING",1,1
"235",2015-10-22 23:00:00,2015-10-22 21:00:00,2015-10-22,2015-10-22,"SOUTH EAST ASIA","VIETNAM","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",20.6916666666667,107.223333333333,"Asia/Ho_Chi_Minh","EVENING",1,0
"236",2015-10-22 05:30:00,2015-10-22 03:30:00,2015-10-22,2015-10-22,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.11333333333333,103.533333333333,"Asia/Jakarta","NIGHT",1,1
"237",2015-10-22 05:16:00,2015-10-22 03:16:00,2015-10-22,2015-10-22,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CHEMICAL TANKER","0","ANCHORAGE",3.88333333333333,98.7833333333333,"Asia/Jakarta","NIGHT",1,0
"238",2015-10-22 03:45:00,2015-10-22 01:45:00,2015-10-22,2015-10-22,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.09770861111111,103.478771111111,"Asia/Jakarta","NIGHT",1,0
"239",2015-10-21 00:00:00,2015-10-20 22:00:00,2015-10-21,2015-10-20,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","PRODUCT TANKER","0","OFF SHORE",1.11834722222222,103.765635,"Asia/Pontianak","NIGHT",1,1
"240",2015-10-20 09:00:00,2015-10-20 07:00:00,2015-10-20,2015-10-20,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","TUG","0","OFF SHORE",0.591394722222222,103.383129444444,"Asia/Jakarta","MORNING",1,1
"241",2015-10-20 02:30:00,2015-10-20 00:30:00,2015-10-20,2015-10-20,"SOUTH AMERICA","COLOMBIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","ANCHORAGE",10.32,-74.48,"America/Bogota","NIGHT",1,0
"242",NA,NA,2015-10-20,2015-10-20,"SOUTH EAST ASIA","INDONESIA","ANTI-PIRACY/NAVAL OPERATION",NA,"0",NA,1.09282888888889,103.384051388889,"Asia/Jakarta","UNKNOWN",1,0
"243",2015-10-19 20:24:00,2015-10-19 18:24:00,2015-10-19,2015-10-19,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","REEFER","0","OFF SHORE",3.9215,5.425,"Africa/Lagos","EVENING",1,1
"244",2015-10-18 09:00:00,2015-10-18 07:00:00,2015-10-18,2015-10-18,"SOUTH EAST ASIA","VIETNAM","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","ANCHORAGE",10.1116666666667,107.115,"Asia/Ho_Chi_Minh","MORNING",1,0
"245",2015-10-16 05:00:00,2015-10-16 03:00:00,2015-10-16,2015-10-16,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","LNG CARRIER","0","OFF SHORE",1.0395,103.6525,"Asia/Jakarta","NIGHT",1,0
"246",2015-10-16 03:00:00,2015-10-16 01:00:00,2015-10-16,2015-10-16,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","GENERAL CARGO VESSEL","0","OFF SHORE",1.05066666666667,103.624666666667,"Asia/Jakarta","NIGHT",1,1
"247",2015-10-15 06:00:00,2015-10-15 04:00:00,2015-10-15,2015-10-15,"SOUTH EAST ASIA","MALAYSIA","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.25966666666667,103.445166666667,"Asia/Kuala_Lumpur","MORNING",1,0
"248",2015-10-15 05:41:00,2015-10-15 03:41:00,2015-10-15,2015-10-15,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","LPG TANKER","0","OFF SHORE",1.212,103.441833333333,"Asia/Kuala_Lumpur","NIGHT",1,0
"249",2015-10-15 05:40:00,2015-10-15 03:40:00,2015-10-15,2015-10-15,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.18166666666667,103.44,"Asia/Jakarta","NIGHT",1,0
"250",2015-10-15 03:20:00,2015-10-15 01:20:00,2015-10-15,2015-10-15,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","LPG TANKER","0","OFF SHORE",1.12333333333333,103.528333333333,"Asia/Jakarta","NIGHT",1,1
"251",2015-10-15 01:20:00,2015-10-14 23:20:00,2015-10-15,2015-10-14,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.11666666666667,103.5,"Asia/Jakarta","NIGHT",1,0
"252",2015-10-13 09:30:00,2015-10-13 07:30:00,2015-10-13,2015-10-13,"WEST AFRICA","NIGERIA","SUSPICIOUS ACTIVITY AT SEA",NA,"0","OFF SHORE",5.38333333333333,4.5,"Africa/Lagos","MORNING",1,0
"253",NA,NA,2015-10-13,2015-10-13,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK",NA,"0",NA,32.0681758333333,23.9417511111111,"Africa/Tripoli","UNKNOWN",1,1
"254",NA,NA,2015-10-12,2015-10-12,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",21.5282941666667,89.9742877777778,"Asia/Dhaka","MORNING",1,1
"255",NA,NA,2015-10-11,2015-10-11,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,4.98333333333333,6.31666666666667,"Africa/Lagos","UNKNOWN",1,1
"256",2015-10-10 09:15:00,2015-10-10 07:15:00,2015-10-10,2015-10-10,"SOUTH EAST ASIA","PHILIPPINES","FAILED ATTACK, ROBBERY","GENERAL CARGO VESSEL","0","OFF SHORE",5.4565,125.533333333333,"Asia/Manila","MORNING",1,0
"257",NA,NA,2015-10-10,2015-10-10,"MIDDLE EAST","YEMEN","COUNTER INSURGENCY/MILITARY OPERATION",NA,"0","OFF SHORE",12.5833330555556,43.3333330555556,"Africa/Nairobi","UNKNOWN",1,1
"258",2015-10-09 05:15:00,2015-10-09 03:15:00,2015-10-09,2015-10-09,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.08666666666667,103.583333333333,"Asia/Jakarta","NIGHT",1,1
"259",NA,NA,2015-10-09,2015-10-09,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.065,103.623333333333,"Asia/Jakarta","EVENING",1,1
"260",NA,NA,2015-10-08,2015-10-08,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","NOTICE",NA,"0",NA,8.71384472222222,59.1288766666667,"Africa/Mogadishu","UNKNOWN",1,0
"261",2015-10-06 03:00:00,2015-10-06 01:00:00,2015-10-06,2015-10-06,"SOUTH EAST ASIA","MALAYSIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",5.82166666666667,118.151666666667,"Asia/Kuching","NIGHT",1,1
"262",2015-10-05 07:05:00,2015-10-05 05:05:00,2015-10-05,2015-10-05,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","ANCHORAGE",3.93333333333333,98.8175,"Asia/Jakarta","MORNING",1,0
"263",2015-10-05 05:00:00,2015-10-05 03:00:00,2015-10-05,2015-10-05,"SOUTH EAST ASIA","INDONESIA","THEFT AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",-5.97866666666667,106.892,"Asia/Jakarta","NIGHT",1,1
"264",NA,NA,2015-10-03,2015-10-03,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","ANCHORAGE",6.11933333333333,3.3575,"Africa/Lagos","UNKNOWN",1,1
"265",2015-10-01 19:19:00,2015-10-01 17:19:00,2015-10-01,2015-10-01,"SOUTH EAST ASIA","MALAYSIA","THEFT AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",5.81666666666667,118.092333333333,"Asia/Kuala_Lumpur","EVENING",1,1
"266",2015-10-01 11:15:00,2015-10-01 09:15:00,2015-10-01,2015-10-01,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0",NA,4.11733333333333,4.70866666666667,"Africa/Lagos","MORNING",1,1
"267",2015-09-30 12:00:00,2015-09-30 10:00:00,2015-09-30,2015-09-30,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0","OFF SHORE",3.70883333333333,4.72533333333333,"Africa/Lagos","AFTERNOON",1,1
"268",2015-09-30 04:00:00,2015-09-30 02:00:00,2015-09-30,2015-09-30,"SOUTH EAST ASIA","VIETNAM","ARMED ROBBERY AT BERTH","CONTAINER SHIP","0","BERTH",10.7683333333333,106.735,"Asia/Ho_Chi_Minh","NIGHT",1,1
"269",2015-09-29 02:20:00,2015-09-29 00:20:00,2015-09-29,2015-09-29,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","PRODUCT TANKER","0","ANCHORAGE",1.70166666666667,101.508833333333,"Asia/Jakarta","NIGHT",1,1
"270",NA,NA,2015-09-29,2015-09-29,"SOUTH EAST ASIA","VIETNAM","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",16.44952,111.695938055556,"Asia/Saigon","MORNING",1,1
"271",NA,NA,2015-09-28,2015-09-28,"CARIBBEAN","TRINIDAD AND TOBAGO","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",11.0006663888889,-60.3598613888889,"America/Port_of_Spain","MORNING",1,1
"272",2015-09-25 09:00:00,2015-09-25 07:00:00,2015-09-25,2015-09-25,"SOUTH EAST ASIA","INDONESIA","THEFT AT ANCHORAGE","PRODUCT TANKER","1","ANCHORAGE",3.935,98.76,"Asia/Jakarta","MORNING",1,1
"273",NA,NA,2015-09-24,2015-09-24,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK",NA,"0",NA,6.52437916666667,3.37920583333333,"Africa/Lagos","UNKNOWN",1,1
"274",NA,NA,2015-09-21,2015-09-21,"SOUTH EAST ASIA","PHILIPPINES","KIDNAP/RANSOM AT BERTH","UNKNOWN","0","BERTH",7.19748888888889,125.709828611111,"Asia/Manila","UNKNOWN",1,1
"275",2015-09-20 23:20:00,2015-09-20 21:20:00,2015-09-20,2015-09-20,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.06666666666667,103.683333333333,"Asia/Jakarta","EVENING",1,0
"276",2015-09-20 04:00:00,2015-09-20 02:00:00,2015-09-20,2015-09-20,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.185,103.416666666667,"Asia/Jakarta","NIGHT",1,1
"277",2015-09-19 04:45:00,2015-09-19 02:45:00,2015-09-19,2015-09-19,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT ANCHORAGE","CRUDE OIL TANKER","0","ANCHORAGE",1.121,103.557166666667,"Asia/Jakarta","NIGHT",1,1
"278",2015-09-18 06:00:00,2015-09-18 04:00:00,2015-09-18,2015-09-18,"SOUTH EAST ASIA","PHILIPPINES","THEFT AT BERTH","PRODUCT TANKER","0","BERTH",13.6743333333333,121.051666666667,"Asia/Manila","MORNING",1,1
"279",2015-09-18 01:30:00,2015-09-17 23:30:00,2015-09-18,2015-09-17,"WEST AFRICA","SOUTH AFRICA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",-32.1,18.4333333333333,"Africa/Johannesburg","NIGHT",1,0
"280",NA,NA,2015-09-18,2015-09-18,"EAST AFRICA","KENYA","OTHER MARITIME RISK","VEHICLE CARRIER","0","BERTH",-3.922015,39.6830519444444,"Africa/Nairobi","UNKNOWN",1,1
"281",NA,NA,2015-09-18,2015-09-18,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT SEA","FISHING TRAWLER","0","OFF SHORE",21.7845925,91.8824677777778,"Asia/Dhaka","UNKNOWN",1,1
"282",2015-09-17 17:18:00,2015-09-17 15:18:00,2015-09-17,2015-09-17,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0",NA,1.30666666666667,1.874,"Africa/Lagos","AFTERNOON",1,1
"283",2015-09-17 13:20:00,2015-09-17 11:20:00,2015-09-17,2015-09-17,"WEST AFRICA","NIGERIA","HIJACKING AT SEA",NA,"0",NA,1.23166666666667,1.84666666666667,"Africa/Lagos","AFTERNOON",1,1
"284",NA,NA,2015-09-17,2015-09-17,"NORTH AFRICA","LIBYA","OTHER MARITIME RISK","PRODUCT TANKER","0",NA,32.3463172222222,15.2526741666667,"Africa/Tripoli","UNKNOWN",1,1
"285",NA,NA,2015-09-17,2015-09-17,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","TUG","0","OFF SHORE",1.20931527777778,104.0705025,"Asia/Pontianak","UNKNOWN",1,1
"286",2015-09-16 08:20:00,2015-09-16 06:20:00,2015-09-16,2015-09-16,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","BULK CARRIER","0","ANCHORAGE",10.2333333333333,107.033333333333,"Asia/Ho_Chi_Minh","MORNING",1,1
"287",2015-09-16 04:26:00,2015-09-16 02:26:00,2015-09-16,2015-09-16,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.12048833333333,103.490203888889,"Asia/Jakarta","NIGHT",1,1
"288",2015-09-16 04:20:00,2015-09-16 02:20:00,2015-09-16,2015-09-16,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","BULK CARRIER","0","OFF SHORE",1.1,103.516666666667,"Asia/Jakarta","NIGHT",1,1
"289",2015-09-12 15:00:00,2015-09-12 13:00:00,2015-09-12,2015-09-12,"SOUTH EAST ASIA","VIETNAM","ANTI-PIRACY/NAVAL OPERATION","FISHING VESSEL","0","OFF SHORE",7.45086833333333,103.260726944444,"Asia/Kuala_Lumpur","AFTERNOON",1,0
"290",2015-09-12 03:00:00,2015-09-12 01:00:00,2015-09-12,2015-09-12,"SOUTH EAST ASIA","VIETNAM","THEFT AT ANCHORAGE","GENERAL CARGO VESSEL","0","ANCHORAGE",10.2501666666667,107.0585,"Asia/Ho_Chi_Minh","NIGHT",1,1
"291",2015-09-12 00:14:00,2015-09-11 22:14:00,2015-09-12,2015-09-11,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.17405888888889,103.422042777778,"Asia/Jakarta","NIGHT",1,0
"292",NA,NA,2015-09-12,2015-09-12,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT BERTH","TUG","0","BERTH",1.069,103.903833333333,"Asia/Jakarta","UNKNOWN",1,1
"293",2015-09-09 06:00:00,2015-09-09 04:00:00,2015-09-09,2015-09-09,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.09866666666667,103.572,"Asia/Jakarta","MORNING",1,0
"294",2015-09-09 05:00:00,2015-09-09 03:00:00,2015-09-09,2015-09-09,"SOUTH EAST ASIA","INDONESIA","ARMED ROBBERY AT SEA","CONTAINER SHIP","0","OFF SHORE",1.11666666666667,103.516666666667,"Asia/Jakarta","NIGHT",1,1
"295",2015-09-09 03:30:00,2015-09-09 01:30:00,2015-09-09,2015-09-09,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",1.13866666666667,103.571166666667,"Asia/Jakarta","NIGHT",1,0
"296",2015-09-08 02:30:00,2015-09-08 00:30:00,2015-09-08,2015-09-08,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.18333333333333,103.416666666667,"Asia/Jakarta","NIGHT",1,0
"297",2015-09-06 21:00:00,2015-09-06 19:00:00,2015-09-06,2015-09-06,"WEST AFRICA","CONGO","ARMED ROBBERY AT ANCHORAGE","BULK CARRIER","0","OFF SHORE",-5.99933333333333,12.6928333333333,"Africa/Lagos","EVENING",1,1
"298",2015-09-06 10:30:00,2015-09-06 08:30:00,2015-09-06,2015-09-06,"SOUTH EAST ASIA","SINGAPORE","THEFT AT ANCHORAGE","CRUDE OIL TANKER","0","ANCHORAGE",1.275,103.99,"Asia/Jakarta","MORNING",1,1
"299",NA,NA,2015-09-05,2015-09-05,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.16,103.476666666667,"Asia/Jakarta","UNKNOWN",1,0
"300",2015-09-04 23:00:00,2015-09-04 21:00:00,2015-09-04,2015-09-04,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.145,103.481666666667,"Asia/Jakarta","EVENING",1,1
"301",2015-09-04 14:10:00,2015-09-04 12:10:00,2015-09-04,2015-09-04,"WEST AFRICA","NIGERIA","OTHER MARITIME RISK","PIPE-LAYER","0",NA,4.13632555555556,5.83099361111111,"Africa/Lagos","AFTERNOON",1,1
"302",NA,NA,2015-09-01,2015-09-01,"SOUTH EAST ASIA","SINGAPORE","SUSPICIOUS ACTIVITY AT SEA","TUG","0","OFF SHORE",1.11787944444444,103.703430277778,"Asia/Singapore","UNKNOWN",1,0
"303",NA,NA,2015-09-01,2015-09-01,"SOUTH EAST ASIA","MALAYSIA","ARMED ROBBERY AT SEA","FISHING TRAWLER","0","OFF SHORE",6.24861611111111,118.144912777778,"Asia/Manila","EVENING",1,1
"304",2015-08-29 15:15:00,2015-08-29 13:15:00,2015-08-29,2015-08-29,"HORN OF AFRICA/ GULF OF ADEN","SOMALIA","SUSPICIOUS ACTIVITY AT SEA","MERCHANT VESSEL","0","OFF SHORE",12.0666666666667,44.7666666666667,"Asia/Riyadh","AFTERNOON",1,0
"305",2015-08-29 03:10:00,2015-08-29 01:10:00,2015-08-29,2015-08-29,"SOUTH EAST ASIA","SINGAPORE","THEFT AT SEA","BULK CARRIER","0","OFF SHORE",1.17133333333333,103.454166666667,"Asia/Jakarta","NIGHT",1,1
"306",2015-08-28 08:20:00,2015-08-28 06:20:00,2015-08-28,2015-08-28,"WEST AFRICA","NIGERIA","FAILED ATTACK, ROBBERY","PASSENGER VESSEL","0","OFF SHORE",4.56068222222222,6.96533194444444,"Africa/Lagos","MORNING",1,0
"307",2015-08-28 01:39:00,2015-08-27 23:39:00,2015-08-28,2015-08-27,"SOUTH AMERICA","COLOMBIA","THEFT AT ANCHORAGE","CHEMICAL TANKER","0","ANCHORAGE",3.83633333333333,-76.8466666666667,"America/Bogota","NIGHT",1,1
"308",2015-08-26 14:00:00,2015-08-26 12:00:00,2015-08-26,2015-08-26,"WEST AFRICA","NIGERIA","KIDNAP/RANSOM AT SEA","PASSENGER VESSEL","0","OFF SHORE",4.5,6.25,"Africa/Lagos","AFTERNOON",1,1
"309",NA,NA,2015-08-25,2015-08-25,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",21.8895722222222,89.3645166666667,"Asia/Dhaka","MORNING",1,1
"310",NA,NA,2015-08-25,2015-08-25,"SOUTH ASIA","BANGLADESH","FAILED ATTACK, ROBBERY","UNKNOWN","0","OFF SHORE",21.9042255555556,89.0733791666667,"Asia/Dhaka","UNKNOWN",1,0
"311",NA,NA,2015-08-25,2015-08-25,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","TANKER","0","OFF SHORE",1.05169888888889,103.666305555556,"Asia/Jakarta","UNKNOWN",1,0
"312",2015-08-24 20:00:00,2015-08-24 18:00:00,2015-08-24,2015-08-24,"SOUTH ASIA","BANGLADESH","ARMED ROBBERY AT SEA","FISHING VESSEL","0","OFF SHORE",21.5987044444444,91.1425780555556,"Asia/Dhaka","EVENING",1,1
"313",NA,NA,2015-08-24,2015-08-24,"SOUTH EAST ASIA","INDONESIA","THEFT AT BERTH","PRODUCT TANKER","1","BERTH",3.38333333333333,99.45,"Asia/Jakarta","UNKNOWN",1,1
"314",2015-08-24 01:30:00,2015-08-23 23:30:00,2015-08-24,2015-08-23,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","ANCHORAGE",3.38616666666667,99.4583333333333,"Asia/Jakarta","NIGHT",1,0
"315",NA,NA,2015-08-23,2015-08-23,"SOUTH ASIA","BANGLADESH","KIDNAP/RANSOM AT SEA","FISHING VESSEL","0","OFF SHORE",21.9787802777778,89.5241691666667,"Asia/Dhaka","UNKNOWN",1,1
"316",2015-08-22 05:25:00,2015-08-22 03:25:00,2015-08-22,2015-08-22,"SOUTH EAST ASIA","SINGAPORE","ARMED ROBBERY AT SEA","PRODUCT TANKER","0","OFF SHORE",1.17333333333333,103.83,"Asia/Singapore","NIGHT",1,1
"317",2015-08-22 05:25:00,2015-08-22 03:25:00,2015-08-22,2015-08-22,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","0","OFF SHORE",1.12116666666667,103.528,"Asia/Jakarta","NIGHT",1,0
"318",2015-08-21 23:29:00,2015-08-21 21:29:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","BULK CARRIER","0","OFF SHORE",1.06783333333333,103.693,"Asia/Pontianak","EVENING",1,0
"319",2015-08-21 22:00:00,2015-08-21 20:00:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.1,103.733333333333,"Asia/Pontianak","EVENING",1,0
"320",2015-08-21 04:40:00,2015-08-21 02:40:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","CONTAINER SHIP","1","OFF SHORE",1.168,103.502833333333,"Asia/Kuala_Lumpur","NIGHT",1,0
"321",2015-08-21 04:10:00,2015-08-21 02:10:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","INDONESIA","THEFT AT SEA","CONTAINER SHIP","0","OFF SHORE",1.16666666666667,103.483333333333,"Asia/Jakarta","NIGHT",1,1
"322",2015-08-21 03:39:00,2015-08-21 01:39:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","INDONESIA","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","OFF SHORE",1.12,103.496666666667,"Asia/Jakarta","NIGHT",1,0
"323",2015-08-21 02:30:00,2015-08-21 00:30:00,2015-08-21,2015-08-21,"SOUTH EAST ASIA","SINGAPORE","FAILED ATTACK, ROBBERY","CRUDE OIL TANKER","0","OFF SHORE",1.17666666666667,103.445,"Asia/Jakarta","NIGHT",1,0
"324",2015-08-21 01:39:00,2015-08-20 23:39:00,2015-08-21,2015-08-20,"SOUTH AMERICA","COLOMBIA","THEFT AT ANCHORAGE","CHEMICAL TANKER","0","ANCHORAGE",3.82966666666667,-76.8466666666667,"America/Bogota","NIGHT",1,1
"325",2015-08-20 10:50:00,2015-08-20 08:50:00,2015-08-20,2015-08-20,"SOUTH EAST ASIA","PHILIPPINES","FAILED ATTACK, ROBBERY","PRODUCT TANKER","0","BERTH",7.17642166666667,125.656179722222,"Asia/Manila","MORNING",1,0
